word	freq/10M
ตลาดหลักทรัพย์	403.2
โมเดล	403.2
51	403.2
เอไอเอส	403.2
สนามหลวง	403.2
อดุลยเดช	403.2
เน้นย้ำ	403.2
เด็กนักเรียน	403.2
เจตนารมณ์	403.2
กั้น	401.6
เซ็นทรัล	401.6
โครงสร้างพื้นฐาน	401.6
นายทุน	401.6
พักผ่อน	401.6
กระทำการ	401.6
ผู้กระทำผิด	401.6
หรือเปล่า	401.6
ตรงกัน	401.6
ทบ.	401.6
ที่ทำงาน	401.6
โอลิมปิกเกมส์	401.6
งู	401.6
สุรเชษฐ์	400.0
ธี	400.0
บุ๊ค	400.0
ไหว	400.0
ชลประทาน	400.0
2562	400.0
เก็บเกี่ยว	400.0
54	400.0
เต่า	400.0
เพื่อที่จะ	400.0
เป็นคดี	400.0
การขนส่ง	400.0
ขอรับ	400.0
อุตรดิตถ์	398.3
จันทบุรี	398.3
กัด	398.3
แทบ	398.3
จัดเก็บ	398.3
ดีเด่น	398.3
มรดก	398.3
5,000	398.3
ง่ายๆ	398.3
ด.ญ.	398.3
ต้นแบบ	398.3
สงวน	398.3
กระโดด	396.7
บางครั้ง	396.7
หยิบ	396.7
หรอก	396.7
ล่าช้า	396.7
ปีงบประมาณ	396.7
แลก	396.7
มหาสารคาม	396.7
ทีเดียว	396.7
เคลื่อนย้าย	395.1
ยง	395.1
ชุม	395.1
ปาน	395.1
แผนงาน	395.1
วันนั้น	395.1
ศาลอุทธรณ์	393.5
ฝึกซ้อม	393.5
เบนซ์	393.5
คาที่	393.5
มีชื่อเสียง	393.5
ด.ช.	393.5
กานต์	393.5
2554	393.5
คอร์รัปชั่น	393.5
หอการค้า	393.5
บัญญัติ	393.5
อิเล็กทรอนิกส์	393.5
ภาพถ่าย	393.5
อายัด	393.5
กระบอก	391.9
ญา	391.9
65	391.9
ธง	390.2
สหพันธ์	390.2
ยุบ	390.2
พิมาย	390.2
สบาย	390.2
ลุง	390.2
สปอร์ต	390.2
การต่อสู้	390.2
นายจ้าง	390.2
วิชัย	390.2
แลนด์	388.6
ทำความสะอาด	388.6
เป็นระบบ	388.6
พนัน	388.6
ควัน	388.6
โนน	388.6
การ์ด	388.6
คาดหวัง	388.6
บัตรเครดิต	388.6
ประกวด	388.6
แดน	387.0
พลเรือน	387.0
รอยเตอร์	387.0
อุทกภัย	387.0
ชิ้นส่วน	387.0
ผู้ว่าการ	387.0
แล้วแต่	387.0
ลงมติ	387.0
ต้าน	385.4
ดีไซน์	385.4
ทนาย	385.4
ทุกท่าน	385.4
แบดมินตัน	385.4
คอนเสิร์ต	385.4
วิทยุ	385.4
มีประสบการณ์	385.4
ก๊าซ	385.4
ธรรมดา	385.4
เลขานุการ	383.8
ลพบุรี	383.8
โอลิมปิก	383.8
ค้าขาย	383.8
เอาผิด	383.8
พะ	383.8
รองผู้อำนวยการ	383.8
คงอยู่	383.8
วัฒนะ	383.8
อ้อย	383.8
อเมริกา	382.2
สตรี	382.2
ถึงกับ	382.2
กมล	382.2
เครื่องยนต์	382.2
สภาวะ	382.2
อัด	382.2
คนพิการ	380.5
รุ	380.5
บางอย่าง	380.5
พูล	380.5
สกล	380.5
56	380.5
การแพทย์	380.5
นามสกุล	380.5
ปทุม	380.5
ธิ	378.9
เชือก	378.9
เยียวยา	378.9
โยกย้าย	378.9
นิติ	378.9
นิช	378.9
ช้อป	378.9
หลายอย่าง	378.9
ทะ	378.9
ค้นพบ	378.9
บัญชีรายชื่อ	377.3
ลาออก	377.3
มิตรภาพ	377.3
ภายในบ้าน	377.3
หมายความว่า	377.3
ลัก	377.3
เกล้า	375.7
ธนะ	375.7
เดี๋ยว	375.7
ซ้อม	375.7
หมา	375.7
มอเตอร์	375.7
รอบคอบ	375.7
แน่	375.7
นิล	375.7
ฝึกอบรม	375.7
พิจารณาคดี	375.7
สูตร	375.7
ชื่นชอบ	375.7
ผู้เกี่ยวข้อง	374.1
ซื่อ	374.1
เล	374.1
ซัมซุง	374.1
แปล	374.1
ผู้เข้าร่วม	374.1
ศิริราช	374.1
กาญจน์	374.1
ยาย	374.1
2553	374.1
แขน	372.4
สำ	372.4
มาสู่	372.4
ลุกลาม	372.4
ถึงขั้น	372.4
น่ารัก	372.4
ธุรกรรม	372.4
ปีการศึกษา	372.4
หน่อย	372.4
วันพรุ่งนี้	372.4
กำแพง	372.4
นามสมมุติ	372.4
อ่าวไทย	372.4
47	370.8
มรภ.	370.8
10.30	370.8
กุ	370.8
เด็กหญิง	370.8
พุ่งชน	370.8
ระนอง	370.8
รีสอร์ต	370.8
ตอบรับ	370.8
ขีดความสามารถ	370.8
ทหารบก	370.8
บิ	370.8
ถอด	370.8
หนี้สิน	370.8
น้อยลง	369.2
ความปรองดอง	369.2
ข่มขู่	369.2
ตม.	369.2
มหาวิทยาลัยธรรมศาสตร์	369.2
เซ็นเตอร์	369.2
ค่อยๆ	369.2
ก่อตั้ง	369.2
46	369.2
วัตถุดิบ	369.2
ธงชัย	369.2
สนุกสนาน	367.6
ผู้รับ	367.6
ในเครือ	367.6
ความสะดวก	367.6
มีราคา	367.6
เข้าที่	367.6
ผู้ให้บริการ	366.0
ถ้ำ	366.0
พัฒน	366.0
สีน้ำเงิน	366.0
อร	366.0
หมาก	366.0
ขยับ	366.0
เทนนิส	366.0
โคราช	366.0
ปาล์ม	364.3
ตอบคำถาม	364.3
ด.ต.	364.3
นาฬิกา	364.3
อ่าว	364.3
สามัคคี	364.3
มุ	364.3
จารย์	362.7
แฟชั่น	362.7
ไลฟ์สไตล์	362.7
กรุงศรี	362.7
18.00	362.7
กรุณา	362.7
ถึงแม้	362.7
นพ	362.7
องค์กรปกครองส่วนท้องถิ่น	362.7
เวลานี้	362.7
โปรด	362.7
พรีเมียร์	361.1
ดิจิตอล	361.1
ไต	361.1
ทางเพศ	361.1
ตอนแรก	361.1
สตง.	361.1
ภาคี	359.5
ลงคะแนน	359.5
ธรรมาภิบาล	359.5
วิถีชีวิต	359.5
สมุทรสงคราม	359.5
มัธยมศึกษา	359.5
เจาะ	359.5
ตรงข้าม	359.5
สุดยอด	359.5
เผ่า	359.5
แม่ฮ่องสอน	359.5
โดยเฉพาะอย่างยิ่ง	359.5
นานา	359.5
สวนยาง	357.9
2551	357.9
100,000	357.9
ทดลอง	357.9
โอเพ่น	357.9
บารมี	357.9
09.30	356.2
สหภาพ	356.2
วุธ	356.2
วัตถุระเบิด	356.2
ถอน	356.2
ยูเอ็น	356.2
บิดา	356.2
ชักชวน	356.2
ค่าตอบแทน	354.6
จำลอง	354.6
แม่ทัพ	354.6
ความสามัคคี	354.6
พาน	354.6
กี	354.6
ภาคอีสาน	354.6
ซ่อมแซม	354.6
เอ็กซ์	354.6
เสนอชื่อ	354.6
17.00	354.6
โพล	354.6
ความยุติธรรม	353.0
รั้ว	353.0
ฟัน	353.0
อบจ.	353.0
นิ้ว	353.0
62	353.0
ตระเวน	353.0
บทบัญญัติ	353.0
หลง	353.0
12.00	351.4
ดง	351.4
ประท้วง	351.4
ไร	351.4
ทางการแพทย์	349.8
เปลี่ยนไป	349.8
นึก	349.8
สุวรรณภูมิ	349.8
ยานยนต์	349.8
ตามระเบียบ	349.8
ขึ้นทะเบียน	349.8
ออกหมายเรียก	349.8
เพาะปลูก	349.8
แสดงออก	349.8
ปศุสัตว์	349.8
ความมุ่งมั่น	349.8
ที่ทำการ	349.8
ขึ้นกับ	349.8
ความกังวล	349.8
อัจฉริยะ	348.1
รายจ่าย	348.1
แท้	348.1
เปิดงาน	348.1
จนท.	348.1
ร่อง	348.1
พระบรมมหาราชวัง	348.1
ต้นเดือน	348.1
ตรี	348.1
ส่งต่อ	348.1
โสภณ	346.5
ณัฐวุฒิ	346.5
ซอง	346.5
จุดยืน	346.5
ต.ค.	346.5
ทู	346.5
ร.อ.	346.5
120	346.5
ตอบสนอง	346.5
เต็นท์	346.5
ทำนา	344.9
77	344.9
ราชภัฏ	344.9
ก.ย.	344.9
จุฬาฯ	344.9
สาระสำคัญ	344.9
บวช	344.9
แฟนคลับ	343.3
ลับ	343.3
จิตร	343.3
ร้อยเอ็ด	343.3
เป็นตัว	343.3
ธัญ	343.3
ลำน้ำ	343.3
น้องๆ	343.3
ไฟป่า	343.3
ราษฎร์	343.3
ทั้งสองฝ่าย	343.3
รบ	341.7
ฝ่าฝืน	341.7
พลิก	341.7
วัตถุ	341.7
ยอมให้	341.7
ไม่ต้องการ	341.7
ไพศาล	340.0
กุ้ง	340.0
เนิน	340.0
แบบอย่าง	340.0
เจ้าชาย	340.0
พร้อมกันนี้	340.0
ตูน	340.0
สอ	340.0
นิ่ง	340.0
แหวน	340.0
แหลม	340.0
ทค.	340.0
เน็ต	340.0
ปะ	338.4
แกรนด์	338.4
ปริมณฑล	338.4
เข้ม	338.4
ในกรณีที่	338.4
บ่อยครั้ง	338.4
คุ	338.4
กระดาษ	338.4
ลุ่มน้ำ	338.4
ย้อน	338.4
คลา	338.4
250	338.4
ค่อย	336.8
ศึกษาธิการจังหวัด	336.8
อู	336.8
รังสิ	336.8
ต่อให้	336.8
ผิดปกติ	336.8
ชดใช้	336.8
คลี่คลาย	336.8
600	336.8
ข้าวโพด	335.2
บัตรประชาชน	335.2
ไพสิฐ	335.2
ความหลากหลาย	335.2
กว้างขวาง	335.2
รัง	335.2
แซง	335.2
เตรียมพร้อม	335.2
ซิ่ง	335.2
อิทธิพล	335.2
เช็ค	335.2
สำรอง	335.2
72	333.6
ลี่	333.6
ปารีส	333.6
จม	333.6
ใบหน้า	333.6
ทะเลาะ	333.6
เมื่อไหร่	333.6
รับบริจาค	333.6
ตาราง	333.6
พอดี	333.6
ปรึกษา	332.0
แผล	332.0
ซุปเปอร์	332.0
หาเสียง	332.0
08.00	332.0
ฤชุ	332.0
ทว่า	332.0
พระธาตุ	330.3
เอกอัครราชทูต	330.3
by	330.3
วัลย์	330.3
ทางทะเล	330.3
รองเท้า	330.3
โกศ	330.3
สป	330.3
เรือน	330.3
ดูด	330.3
ค่าธรรมเนียม	330.3
หาญ	328.7
ลอนดอน	328.7
ก้อน	328.7
มีชีวิต	328.7
คู่แข่ง	328.7
ขอความเป็นธรรม	328.7
รีสอร์ท	328.7
ฉะเชิงเทรา	328.7
13.30	328.7
ษ	328.7
ทิศ	328.7
บวร	328.7
สารเคมี	328.7
เสียภาษี	328.7
จอ	328.7
ลิตร	328.7
ของวัด	327.1
แมว	327.1
สำนึก	327.1
นั้นๆ	327.1
ธนบุรี	327.1
นิวซีแลนด์	327.1
ต้นปี	327.1
นุช	327.1
ประสิทธิ์	327.1
ปปง.	327.1
สวมใส่	325.5
สุว	325.5
screen	325.5
ฝัน	325.5
อรรถ	325.5
02	325.5
โร่	325.5
รวมตัว	325.5
ค้าง	325.5
เกตุ	325.5
บูรณะ	325.5
2555	325.5
จั่น	325.5
เห	325.5
ศร	325.5
อิหร่าน	325.5
อด	325.5
คลัง	325.5
ลำไย	325.5
นู	325.5
สน	323.9
อู่	323.9
ผลการดำเนินงาน	323.9
จด	323.9
สายงาน	323.9
งานวิจัย	323.9
to	323.9
ฐิติ	323.9
ฉาย	323.9
เมย์	323.9
คู่กรณี	323.9
แนะ	323.9
75	323.9
ยานพาหนะ	323.9
ยาม	323.9
คำพูด	323.9
ลั่น	323.9
อุทยานฯ	322.2
ชีวิตประจำวัน	322.2
ภาษาไทย	322.2
ขาเข้า	322.2
รู้เรื่อง	322.2
ภิรมย์	322.2
สถานีรถไฟ	322.2
เมีย	322.2
ความแตกต่าง	322.2
อาญา	322.2
ด่า	322.2
หายใจ	322.2
คอม	322.2
ขาดทุน	322.2
พลาสติก	322.2
ทั้งปี	322.2
ข้อกฎหมาย	322.2
ทส.	322.2
โฟน	320.6
สถานีโทรทัศน์	320.6
เคลียร์	320.6
เคร่งครัด	320.6
เบรก	320.6
การร้องเรียน	320.6
มหาราช	320.6
ป้า	320.6
เก้าอี้	320.6
เช่นนั้น	320.6
มีระบบ	320.6
องค์ประกอบ	320.6
นักบิน	320.6
คอนโดมิเนียม	320.6
เครียด	319.0
รัชดาภิเษก	319.0
ข่าวสาร	319.0
เคลื่อน	319.0
ญ	319.0
ฉายา	319.0
จิน	319.0
อรุณ	319.0
ทะลุ	319.0
ต้นทาง	319.0
พอเพียง	319.0
คนรัก	317.4
มวลชน	317.4
เก๋ง	317.4
โส	317.4
800	317.4
สบายใจ	317.4
หนังสือเดินทาง	317.4
วันอาทิตย์	317.4
บางนา	315.8
เฮ	315.8
ส่วนลด	315.8
ขัดขวาง	315.8
กรมป่าไม้	315.8
คลาย	315.8
ผู้พิพากษา	315.8
สาขาวิชา	315.8
โอเวอร์	315.8
บร	315.8
กศ	315.8
นิตยสาร	315.8
พิ	314.1
co	314.1
มืออาชีพ	314.1
ว่ายน้ำ	314.1
ตั้งคำถาม	314.1
จู	314.1
พัทลุง	314.1
ต้องหา	314.1
น้ำตก	314.1
มัด	314.1
กำแพงเพชร	314.1
ของตลาด	314.1
วันเกิด	314.1
การอุดมศึกษา	312.5
ผวจ.	312.5
ทาน	312.5
มะพร้าว	312.5
โป	312.5
ผู้ดูแล	312.5
ดูแลรักษา	312.5
มส.	312.5
ตอกย้ำ	312.5
ที่รัก	310.9
รับมอบ	310.9
มาสด้า	310.9
[	310.9
ชิงแชมป์	310.9
ความเป็นจริง	310.9
ต่อกัน	310.9
อินเตอร์เนชั่นแนล	310.9
จัดอันดับ	310.9
รับราชการ	310.9
ผลดี	310.9
เค้า	310.9
สปสช.	310.9
เหลือง	310.9
สั่งซื้อ	310.9
สิทธิประโยชน์	310.9
เกษียณ	310.9
นิติบุคคล	310.9
กรมชลประทาน	309.3
วงกว้าง	309.3
มีค่า	309.3
ถิ่น	309.3
ที่อื่น	309.3
ซุกซ่อน	309.3
ลาด	309.3
อภิปราย	309.3
รุ่ง	309.3
เต้น	309.3
คลื่นความถี่	309.3
ยื่นคำร้อง	309.3
ซีเกมส์	309.3
ผู้ชนะ	309.3
ตรวจราชการ	307.7
ปลดล็อก	307.7
ประทับใจ	307.7
เพิ่มประสิทธิภาพ	307.7
ซัด	307.7
กู้ยืม	307.7
ผบ.ทบ.	307.7
วิสัยทัศน์	307.7
แก่ง	307.7
อำนาจเจริญ	307.7
สาระ	307.7
แน่ใจ	307.7
19.00	307.7
นักข่าว	307.7
นายทหาร	307.7
จง	307.7
สุขุมวิท	306.0
เท่ากัน	306.0
ศุลกากร	306.0
อมร	306.0
เหล้า	306.0
ร้อยเวร	306.0
ค้น	306.0
หมวก	306.0
ไมตรี	306.0
แจกจ่าย	304.4
คุณพ่อ	304.4
พรรษา	304.4
ก้า	304.4
โล่	304.4
ถ้าหาก	304.4
ผู้ว่าราชการ	304.4
เงินลงทุน	304.4
ฟิน	304.4
for	304.4
ร่วง	304.4
หน่วยงานราชการ	304.4
พล.อ.อ.	304.4
อะ	304.4
อีซี	302.8
ขัดต่อ	302.8
ตักบาตร	302.8
เมตตา	302.8
ด้วยตัวเอง	302.8
คอนโด	302.8
จตุพร	302.8
คนนอก	302.8
อีซูซุ	302.8
ปัน	302.8
ได้เงิน	302.8
เซนติเมตร	302.8
เต็มไปด้วย	302.8
การวางแผน	302.8
ปิโตรเลียม	302.8
เสาไฟฟ้า	301.2
ออกกำลังกาย	301.2
แห่	301.2
เตรียมตัว	301.2
รังสิต	301.2
ลำพูน	301.2
ชัก	301.2
มี่	301.2
ศาลยุติธรรม	301.2
ยโสธร	301.2
โดยมิชอบ	299.6
นอกเหนือจาก	299.6
พระครู	299.6
สีสัน	299.6
ตัวจริง	299.6
ขยายเวลา	299.6
ปลัดกระทรวง	299.6
กระดูก	299.6
เข็ม	299.6
อัยการสูงสุด	299.6
เวียง	299.6
คม	299.6
ดีเอ็นเอ	297.9
หาทาง	297.9
ปิ่น	297.9
สตาร์ต	297.9
ผลสำรวจ	297.9
เวอร์	297.9
หมี	297.9
นับว่า	297.9
เอพี	297.9
รถดับเพลิง	296.3
เชลซี	296.3
ษา	296.3
ข้อสงสัย	296.3
ญจน	296.3
รับได้	296.3
บิล	296.3
ขู่	296.3
นาถ	296.3
ลงตัว	296.3
ค่าจ้าง	296.3
ตี้	296.3
คลับ	296.3
จับตา	296.3
พื้นบ้าน	296.3
กองทัพเรือ	296.3
มนตรี	296.3
อารี	296.3
บูธ	294.7
มัง	294.7
เวน	294.7
ในแง่	294.7
สับสน	294.7
บุตรชาย	293.1
ซีรีส์	293.1
ความระมัดระวัง	293.1
ผู้ใช้บริการ	293.1
ปลายเดือน	293.1
มหกรรม	293.1
เพ	293.1
แผนที่	293.1
โลตัส	293.1
ธนาคารออมสิน	293.1
เครดิต	293.1
เจ้าของร้าน	293.1
ผูก	293.1
งานการ	293.1
ปาง	293.1
ตำนาน	293.1
30,000	291.5
ท้องสนามหลวง	291.5
แบ่งปัน	291.5
ระบอบประชาธิปไตย	291.5
อำ	291.5
เจ้าของบ้าน	291.5
อีกต่อไป	291.5
เบ	291.5
ที่เก็บ	291.5
ได้มาตรฐาน	291.5
เด่น	291.5
เขาใหญ่	291.5
คอร์ปอเรชั่น	291.5
หัวหน้าพรรค	291.5
ทางสังคม	291.5
ตะวันตกเฉียงใต้	291.5
บทเรียน	291.5
ลงสนาม	289.9
หนาวเย็น	289.9
กลางดึก	289.9
กลับคืน	289.9
ผู้ตรวจการแผ่นดิน	289.9
โต้	289.9
ชนบท	289.9
แสดงว่า	289.9
ดัน	289.9
66	289.9
ปิย	289.9
ข้าวของ	289.9
น้องสาว	289.9
เคลื่อนที่	289.9
ความก้าวหน้า	288.2
สงฆ์	288.2
ชนะเลิศ	288.2
พจน์	288.2
กรมทางหลวง	288.2
นำมาใช้	288.2
พักอาศัย	288.2
ไอซี	288.2
เดินรถ	288.2
คุณค่า	288.2
ต้องห้าม	288.2
วิหาร	288.2
ชง	288.2
หมิ่นประมาท	286.6
ออกคำสั่ง	286.6
ผสมผสาน	286.6
อัตโนมัติ	286.6
ความสวยงาม	286.6
พิชัย	286.6
ฮิ	286.6
น้ำตา	286.6
ปชช.	286.6
จาตุ	286.6
ต้า	285.0
69	285.0
สวด	285.0
ความเป็นไปได้	285.0
ชก	285.0
ไอเดีย	285.0
จิตสำนึก	283.4
World	283.4
นางเอก	283.4
ติดตัว	283.4
แย่	283.4
น้ำป่า	283.4
เสียงดัง	283.4
สัง	283.4
ถ้อยคำ	283.4
ข้อบังคับ	283.4
กรมอุตุนิยมวิทยา	283.4
กาชาด	283.4
ณี	283.4
สลาก	283.4
คลินิก	281.8
กอ.รมน.	281.8
เจมส์	281.8
กรณ์	281.8
แผง	281.8
ผู้ฝึกสอน	281.8
ประจำจังหวัด	281.8
ร้องไห้	281.8
ภูมิใจ	281.8
วัคซีน	281.8
ตัวผู้	281.8
เก็บภาษี	281.8
ท้องถนน	281.8
สถานีตำรวจ	281.8
พระเอก	281.8
รายงานตัว	281.8
โซ่	281.8
ผู้สนับสนุน	281.8
ขนม	281.8
สุจริต	280.1
ทุบ	280.1
มีเสียง	280.1
ค่าโดยสาร	280.1
กรมการขนส่งทางบก	280.1
สืบสาน	280.1
ลูกศิษย์	280.1
สุ่ม	280.1
67	280.1
ศาลากลางจังหวัด	280.1
ป่าชายเลน	280.1
ห้า	280.1
จมน้ำ	280.1
วิเศษ	280.1
เหลืออยู่	280.1
ผู้กำกับ	280.1
บรรยาย	280.1
ใส่ใจ	280.1
โอบามา	278.5
นันท	278.5
ความสูง	278.5
อัคร	278.5
ขายของ	278.5
1.5	278.5
มอ	278.5
ทัศนคติ	278.5
ทวง	278.5
กรีด	278.5
แม้กระทั่ง	278.5
สูบน้ำ	278.5
จ่าฝูง	276.9
ปัก	276.9
แนวร่วม	276.9
จดหมาย	276.9
ตะโกน	276.9
ความยั่งยืน	276.9
หนองบัวลำภู	276.9
ลิเวอร์พูล	276.9
คณบดี	276.9
ความงาม	276.9
ล็อก	276.9
เบื้องหลัง	276.9
บ้านเกิด	276.9
แสดงความยินดี	276.9
ปานกลาง	276.9
ความเหลื่อมล้ำ	276.9
ทด	276.9
ชิงทรัพย์	275.3
รศ.	275.3
บุหรี่	275.3
G	275.3
มหาศาล	275.3
แปลก	275.3
บำเพ็ญกุศล	275.3
เงินทุน	275.3
กลาโหม	275.3
โฮม	275.3
ส่วนบุคคล	275.3
ขัน	275.3
อยากได้	275.3
สมดุล	275.3
ข้อมูลข่าวสาร	275.3
ปากน้ำ	275.3
ปัด	275.3
ห้องเรียน	275.3
ลุย	275.3
ให้ความเป็นธรรม	273.7
บมจ.	273.7
ออกอากาศ	273.7
ปีน	273.7
ตรงไหน	273.7
เพิกถอน	273.7
สามัญ	273.7
สตาร์ท	273.7
เด็กชาย	273.7
ราชกิจจานุเบกษา	273.7
วดี	273.7
ขณะนั้น	273.7
นับแต่	273.7
โบราณสถาน	273.7
ให้เกียรติ	273.7
เจอกัน	273.7
คนขับรถ	273.7
ตั้งครรภ์	273.7
สำนักงานอัยการสูงสุด	272.0
ซม.	272.0
เจ๊	272.0
เสถียร	272.0
เอื้อ	272.0
ขีปนาวุธ	272.0
แก๊ส	272.0
บันเทิง	272.0
เอี่ยม	272.0
ปรากฏการณ์	272.0
ได	270.4
Smart	270.4
ผู้มีอิทธิพล	270.4
ค่าปรับ	270.4
ตัวตน	270.4
71	270.4
บ่อย	270.4
ไทร	270.4
เก่าแก่	270.4
ฝัง	270.4
ตุรกี	270.4
ระดับชาติ	270.4
ธาตุ	270.4
ฟ้องร้อง	270.4
หอมมะลิ	270.4
โบสถ์	270.4
ศิลปวัฒนธรรม	270.4
สุรชัย	270.4
กัญชา	270.4
ประภา	270.4
เกี่ยว	270.4
ธนบัตร	270.4
การแสดงออก	270.4
ได้ประโยชน์	270.4
เด็กเล็ก	270.4
อ่าง	270.4
บอย	268.8
แถบ	268.8
64	268.8
ฝา	268.8
เจ้าภาพ	268.8
เบา	268.8
พี่ชาย	268.8
จัก	268.8
หมุนเวียน	268.8
ที่ใด	268.8
วัชร	268.8
พุ่ม	268.8
ทอด	267.2
แปซิฟิก	267.2
พิธีกร	267.2
เป็นความ	267.2
ปร	267.2
บำบัด	267.2
เมธี	267.2
สถานประกอบการ	267.2
เหนื่อย	267.2
ปราศจาก	267.2
พรม	267.2
แน่ชัด	267.2
ความหมาย	267.2
ป.ป.ส.	267.2
ปิดท้าย	267.2
ซะ	267.2
เทียม	267.2
คิดถึง	267.2
ทำพิธี	267.2
สันนิษฐาน	267.2
การแถลงข่าว	265.6
กลางเมือง	265.6
พระราชา	265.6
โภชนาการ	265.6
เทค	265.6
ป้อง	265.6
แสดงตัว	265.6
เชียง	265.6
คบ	265.6
ต้นสังกัด	265.6
ขวาง	265.6
ภูเขา	265.6
สถาบันการเงิน	265.6
2535	265.6
พึ่ง	265.6
ชื่น	263.9
มีโทษ	263.9
ความหวัง	263.9
ติดใจ	263.9
ชันสูตร	263.9
พูดว่า	263.9
900	263.9
การก่อการร้าย	263.9
อินทร	263.9
เป็นโรค	263.9
ล้น	263.9
ฝาย	263.9
กระจายเสียง	263.9
สธ	262.3
วอน	262.3
ดูงาน	262.3
ฝ่ายบริหาร	262.3
ตรุษจีน	262.3
ล้าง	262.3
อวยพร	262.3
สานต่อ	262.3
50,000	262.3
ขสมก.	262.3
มุนี	262.3
ดำน้ำ	262.3
ทางเดิน	262.3
สำราญ	260.7
ข่าวลือ	260.7
ดินแดง	260.7
นักโทษ	260.7
แขก	260.7
โค้ง	260.7
มีเหตุผล	260.7
เสมือน	260.7
ลอก	260.7
แท่ง	260.7
เจ้าถิ่น	260.7
นครนายก	260.7
พลตำรวจตรี	260.7
ไลฟ์	260.7
กตัญญู	260.7
คำให้การ	260.7
ร่า	260.7
ช.ภ.	260.7
เลี้ยงดู	260.7
การรับรู้	260.7
ต้นน้ำ	259.1
วิชญ์	259.1
แอลพีจี	259.1
มห	259.1
อิสลาม	259.1
มวล	259.1
ที่สาธารณะ	259.1
ความร้อน	259.1
ผู้ลี้ภัย	259.1
เรีย	259.1
ปล่อยตัว	259.1
ไฮ	259.1
ทุกแห่ง	259.1
พระพุทธ	259.1
กฤษณะ	259.1
เห็ด	259.1
ลาก	259.1
สงเคราะห์	259.1
ฐานข้อมูล	259.1
ให้โอกาส	257.5
ลอบ	257.5
กลุ่มเป้าหมาย	257.5
นักเขียน	257.5
สิ้นปี	257.5
ผู้มีรายได้	257.5
เก็บตัว	257.5
มีประโยชน์	257.5
จีดีพี	257.5
ทารก	257.5
คลอด	257.5
เจดีย์	257.5
ยอ	257.5
เท้า	257.5
สิริมงคล	257.5
น้ำดื่ม	257.5
กสิกร	257.5
คนจน	257.5
ผู้ชม	257.5
on	255.8
มือถือ	255.8
นร	255.8
63	255.8
พี่สาว	255.8
ในนาม	255.8
กรมอุทยานฯ	255.8
แสวงหา	255.8
มหาวิทยาลัยมหิดล	255.8
สลับ	255.8
มุสลิม	255.8
วัช	255.8
ซัน	255.8
สายด่วน	255.8
เครื่องประดับ	255.8
นวด	255.8
กรรมาธิการ	255.8
ฉาก	255.8
ข้อสังเกต	254.2
ร่ม	254.2
หลงเชื่อ	254.2
ดุ	254.2
วัลลภ	254.2
ตั๋ว	254.2
ตชด.	254.2
เทคโนโลยีสารสนเทศ	254.2
พระนคร	254.2
ผู้ซื้อ	254.2
ผู้ประกันตน	254.2
จ่อ	254.2
สายพันธุ์	254.2
ทั้งนั้น	254.2
ขาออก	254.2
ผู้รับผิดชอบ	254.2
วานิช	254.2
รถแท็กซี่	254.2
จัดเตรียม	254.2
การเขียน	254.2
ดี้	254.2
ความจำเป็น	254.2
เฉพาะกิจ	254.2
รุม	254.2
พัสดุ	254.2
จรูญ	252.6
ปริญญา	252.6
นิว	252.6
พุธ	252.6
น้ำประปา	252.6
ถ่านหิน	252.6
พระที่นั่ง	252.6
เถร	252.6
ระยะสั้น	252.6
จอห์น	252.6
สถาปนา	252.6
วิทยากร	252.6
โยธา	252.6
ลำตัว	252.6
ยินยอม	251.0
ธรรมศาสตร์	251.0
นภา	251.0
ตลาดโลก	251.0
มาสเตอร์	251.0
จุดเด่น	251.0
ร้า	251.0
ตลิ่ง	251.0
หู	251.0
โยง	251.0
สัตวแพทย์	251.0
อพยพ	251.0
จ่า	251.0
ตั้งขึ้น	251.0
ทุ่มเท	251.0
เย	249.4
มวยไทย	249.4
มาร์ค	249.4
ใช้กับ	249.4
ไหว้	249.4
สุภา	249.4
นว	249.4
แข้ง	249.4
เข้าใจผิด	249.4
น้องชาย	249.4
in	249.4
กางเกง	249.4
เบลเยียม	249.4
ไอที	249.4
จากไป	249.4
คณิตศาสตร์	247.8
กรมราชทัณฑ์	247.8
เดชา	247.8
สุดา	247.8
ทุนการศึกษา	247.8
สีม่วง	247.8
พสกนิกร	247.8
เป็นอันตราย	247.8
เบล	247.8
สู	247.8
ละเว้น	247.8
พลิกคว่ำ	247.8
องคมนตรี	247.8
ค่าบริการ	247.8
สืบทอด	247.8
ทิน	247.8
สถาปัตยกรรม	247.8
พลอย	246.1
อุทิศ	246.1
4,000	246.1
พินิจ	246.1
มอลล์	246.1
68	246.1
การวิจัย	246.1
สถานทูต	246.1
อาหารสัตว์	246.1
งัด	246.1
ครั้งสุดท้าย	246.1
เหตุใด	246.1
ผิดพลาด	246.1
ประกอบธุรกิจ	246.1
ทั่วถึง	246.1
หวย	246.1
เทสโก้	246.1
ประจักษ์	246.1
กัล	244.5
ผุด	244.5
เพลย์	244.5
อนุสรณ์	244.5
พอที่จะ	244.5
นำร่อง	244.5
สวนสัตว์	244.5
บางกอก	244.5
สิทธิพิเศษ	244.5
ยุ่ง	244.5
2549	244.5
อิ่ม	244.5
เมอร์	244.5
อปท.	244.5
คนอื่นๆ	244.5
หอประชุม	244.5
ท่อน	244.5
คนดัง	244.5
ซับซ้อน	244.5
